Item;Código;Denominación;Grupo;Clase;Resolución;Estado
803;53221062;BRONCOSCOPIO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
804;53221072;BRONCOSCOPIO RIGIDO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
805;53221073;CABINA DE SEGURIDAD BIOLOGICA - CAMARA DE BIOSEGURIDAD;53 HOSPITALIZACION;22 EQUIPO;0006-2006/SBN-GO;ACTIVO
806;53221074;CAJA CONSERVADORA DE TEMPERATURA - COOLER;53 HOSPITALIZACION;22 EQUIPO;0013-2003/SBN-GO;ACTIVO
807;53221075;CAJA DE INTERFAZ DIAGNOSTICA PARA IMPLANTE COCLEAR;53 HOSPITALIZACION;22 EQUIPO;0022-2011/SBN-DGPE;ACTIVO
808;53221076;CALCULADORA ELECTRONICA PARA EVALUAR EL RIESGO DE GLAUCOMA;53 HOSPITALIZACION;22 EQUIPO;0002-2012/SBN-DNR;ACTIVO
809;53221077;CALENTADOR DE AGUA;53 HOSPITALIZACION;22 EQUIPO;0089-2001/SBN;ACTIVO
810;53221082;CALENTADOR DE BAÃO SECO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
811;53221097;CALENTADOR DE CONTRASTE YODADO;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
812;53221104;CALENTADOR DE FLUIDOS;53 HOSPITALIZACION;22 EQUIPO;0022-2011/SBN-DGPE;ACTIVO
813;53221112;CALENTADOR DE FRAZADAS;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
814;53221127;CALENTADOR DE PARAFINA;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
815;53221142;CALENTADOR DE PLASMA;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
816;53221157;CALENTADOR DE SANGRE;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
817;53221172;CALENTADOR DE TUBOS;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
818;53221192;CALENTADOR ELECTRICO PARA BIBERON;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
819;53221240;CALENTADOR PARA NEBULIZADOR;53 HOSPITALIZACION;22 EQUIPO;0004-2010/SBN-GO;ACTIVO
820;53221264;CAMA ELECTRICA HOSPITALARIA;53 HOSPITALIZACION;22 EQUIPO;0089-2001/SBN;ACTIVO
821;53221288;CAMARA ASEPTICA;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
822;53221335;CAMARA DE AISLANTE SENSORIAL;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
823;53221359;CAMARA DE ANAEROBIA;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
824;53221383;CAMARA DE ELECTROFORESIS;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
825;53221478;CAMARA DE ESTERILIZACION DE LUZ ULTRAVIOLETA;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
826;53221573;CAMARA DE FLUJO LAMINAR;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
827;53221596;CAMARA DE SILENCIO - CAMARA SONOAMORTIGUADORA;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
828;53221608;CAMARA ENDOVISION;53 HOSPITALIZACION;22 EQUIPO;0089-2001/SBN;ACTIVO
829;53221620;CAMARA HIPERBARICA;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
830;53221668;CAMARA HUMEDA OSCURA;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
831;53221691;CAMARA INTRAORAL;53 HOSPITALIZACION;22 EQUIPO;0006-2006/SBN-GO;ACTIVO
832;53221715;CAMARA LUCIDA PARA MICROSCOPIO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
833;53221724;CAMARA MAGMATICA;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
834;53221733;CAMARA MULTI IMAGEN;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
835;53221742;CAMARA MULTIFORMATO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
836;53221746;CAMARA PARA ANALIZAR GASES ARTERIALES;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
837;53221751;CAMARA PARA CONSERVACION DE CADAVERES;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
838;53221763;CAMARA PARA LECTURA DE MUESTRAS DE SANGRE;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
839;53221774;CAMARA PARA MICROFOTOGRAFIA;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
840;53221785;CAMARA PARA NITROGENO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
841;53221790;CAMARA PARA RECUPERACION ANTIGENICA;53 HOSPITALIZACION;22 EQUIPO;0022-2011/SBN-DGPE;ACTIVO
842;53221796;CAMARA RETINAL;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
843;53221803;CAMILLA TERMOMASAJEADORA;53 HOSPITALIZACION;22 EQUIPO;0002-2012/SBN-DNR;ACTIVO
844;53221810;CAMPANA PARA ANAEROBIOSIS;53 HOSPITALIZACION;22 EQUIPO;0040-98/SBN;ACTIVO
845;53221834;CAMPIMETRO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
846;53221859;CAPNOGRAFO;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
847;53221954;CARDIO MONITOR - MONITOR CARDIACO;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
848;53221960;CARDIOPROCESADOR;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
849;53221966;CARDIOSCOPIO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
850;53221990;CARPA DE OXIGENOTERAPIA;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
851;53222002;CAUTERIZADOR;53 HOSPITALIZACION;22 EQUIPO;0040-98/SBN;ACTIVO
852;53222025;CENTRAL DEL SISTEMA DE MONITORES;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
853;53222039;CENTRIFUGA PARA PLACAS;53 HOSPITALIZACION;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
854;53222049;CENTRIFUGA PARA TUBOS;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
855;53222059;CENTRIFUGA PARA BOLSAS DE SANGRE;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
856;53222069;CENTRIFUGA PARA MICRO HEMATOCRITO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
857;53222079;CENTRIFUGA REFRIGERADA;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
858;53222089;CINEANGIOGRAFO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
859;53222094;CIRCUITO INTRA OCULAR COMPUTARIZADO;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
860;53222099;CISTOMETRO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
861;53222109;CISTOPANENDOSCOPIO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
862;53222119;CISTOSCOPIO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
863;53222129;CITOCENTRIFUGA;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
864;53222144;CITOMETRO DE FLUJO;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
865;53222147;CLORIDROMETRO;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
866;53222151;COAGULADOR ENDOSCOPICO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
867;53222154;COLCHON INFLABLE CON BOMBA;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
868;53222158;COLEDOFIBROSCOPIO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
869;53222161;COLESTEROMETRO DIGITAL;53 HOSPITALIZACION;22 EQUIPO;0013-2003/SBN-GO;ACTIVO
870;53222165;COLONOFIBROSCOPIO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
871;53222172;COLONOSCOPIO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
872;53222179;COLONOVIDEOENDOSCOPIO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
873;53222191;COLOREADOR DE LAMINAS;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
874;53222239;COLPOSCOPIO;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
875;53222251;COLUMNA DE GASES;53 HOSPITALIZACION;22 EQUIPO;0022-2011/SBN-DGPE;ACTIVO
876;53222263;COMANDO ELECTRONICO PARA MICROFOTOGRAFIA;53 HOSPITALIZACION;22 EQUIPO;0089-2001/SBN;ACTIVO
877;53222287;COMPRESORA DE AIRE PARA USO MEDICO (OTROS);53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
878;53222293;CONCENTRADOR CENTRIFUGO;53 HOSPITALIZACION;22 EQUIPO;0009-2008/SBN-GO;ACTIVO
879;53222299;CONCENTRADOR DE OXIGENO;53 HOSPITALIZACION;22 EQUIPO;0006-2006/SBN-GO;ACTIVO
880;53222311;CONTADOR AUTOMATICO DE CELULAS;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
881;53222335;CONTADOR MECANICO DE CELULAS;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
882;53222350;CONTRA ANGULO DENTAL;53 HOSPITALIZACION;22 EQUIPO;0013-2003/SBN-GO;ACTIVO
883;53222366;CONTROL DE MARCAPASOS;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
884;53222381;COORDINADOR DE CUPPERS;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
885;53222397;COPIADORA DE PLACAS RADIOGRAFICAS;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
886;53222413;CORTADOR AFEITADOR ELECTRICO QUIRURGICO;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
887;53222430;CORTADOR DE VIDRIO CON IRRIGACION Y ASPIRACION;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
888;53222461;CORTADORA DE GASAS;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
889;53222492;CRANEOGRAFO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
890;53222525;CRANEOTOMO;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
891;53222572;CRIOCIRUGIA DE OFTALMOLOGIA;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
892;53222620;CRIOPRESERVADOR;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
893;53222715;CRIOSTATO;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
894;53222739;CROMATOGRAFO;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
895;53222745;CUANTIFICADOR DE PRUEBAS RAPIDAS DE INMUNOCROMATOGRAFIA;53 HOSPITALIZACION;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
896;53222751;CUENTA GOTAS ELECTRONICO;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
897;53222763;CUNA DE CALOR RADIANTE;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
898;53222811;DENSITOMETRO;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
899;53222906;DERMATOMO;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
900;53222937;DERMATOSCOPIO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
901;53222952;DERMOGRAFO ELECTRICO/ELECTRONICO;53 HOSPITALIZACION;22 EQUIPO;0025-2009/SBN-GO;ACTIVO
902;53222960;DESCONGELADOR DE PLASMA;53 HOSPITALIZACION;22 EQUIPO;0022-2011/SBN-DGPE;ACTIVO
903;53222968;DESECADOR;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
904;53223001;DESFIBRILADOR;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
905;53223032;DESHIDRATADOR;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
906;53223039;DESORBEDOR TERMICO PARA CROMATOGRAFIA DE GASES;53 HOSPITALIZACION;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
907;53223047;DESTARTARIZADOR DE ULTRASONIDO;53 HOSPITALIZACION;22 EQUIPO;0016-2007/SBN-GO;ACTIVO
908;53223063;DESTILADOR DE AGUA;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
909;53223096;DETECTOR DE LATIDOS;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
910;53223191;DETECTOR FETAL;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
911;53223287;DIAGNOST;53 HOSPITALIZACION;22 EQUIPO;0022-2011/SBN-DGPE;EXCLUIDO
912;53223334;DIGESTOR;53 HOSPITALIZACION;22 EQUIPO;0040-98/SBN;ACTIVO
913;53223336;DIGITALIZADOR;53 HOSPITALIZACION;22 EQUIPO;0089-2001/SBN;ACTIVO
914;53223337;DILUIDOR GRAVIMETRICO DE LABORATORIO;53 HOSPITALIZACION;22 EQUIPO;0004-2010/SBN-GO;ACTIVO
915;53223339;DIPLOSCOPIO;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
916;53223340;DISPENSADOR AUTOMATICO DE CUBRE ZAPATOS;53 HOSPITALIZACION;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
917;53223342;DISOLUTOR;53 HOSPITALIZACION;22 EQUIPO;0006-2006/SBN-GO;ACTIVO
918;53223343;DISPENSADOR AUTOMATICO DE MEDIOS DE CULTIVO;53 HOSPITALIZACION;22 EQUIPO;0009-2008/SBN-GO;ACTIVO
919;53223344;DISPENSADOR DIGITAL DE LIQUIDOS O SOLUCIONES;53 HOSPITALIZACION;22 EQUIPO;0025-2009/SBN-GO;ACTIVO
920;53223345;DISPENSADOR DE PARAFINA;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
921;53223346;DISPENSADOR DE SOLUCION CON PEDAL;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
922;53223347;DISPENSADOR PIPETEADOR AUTOMATICO;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
923;53223348;DUGLASCOPIO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
924;53223349;DUODENOFIBROSCOPIO;53 HOSPITALIZACION;22 EQUIPO;0004-2010/SBN-GO;ACTIVO
925;53223350;DUCTOSCOPIO;53 HOSPITALIZACION;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
926;53223351;DUODENOSCOPIO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
927;53223354;DUOEDENOVIDEOENDOSCOPIO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
928;53223357;DUPLICADORA DE RADIOGRAFIAS;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
929;53223363;ECOANOSCOPIO;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
930;53223369;ECOCARDIOGRAFO COMPUTARIZADO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
931;53223382;ELECTROBISTURI;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
932;53223429;ELECTROCARDIOFONOGRAFO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
933;53223477;ELECTROCARDIOGRAFO;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
934;53223524;ELECTROCARDIOGRAFO COMPUTARIZADO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
935;53223572;ELECTROCAUTERIO;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
936;53223603;ELECTROCOCLEOGRAFO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
937;53223634;ELECTRODERMATOMO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
938;53223667;ELECTROENCEFALOGRAFO;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
939;53223672;ELECTROFORESIS COMPUTARIZADO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
940;53223677;ELECTROFOTOMETRO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
941;53223682;ELECTROMIOGRAFO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
942;53223687;ELECTROMIOGRAFO Y POTENCIALES EVOCADOS;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
943;53223692;ELECTRORETINOGRAFO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
944;53223694;ELEVADOR PORTATIL DE PACIENTE;53 HOSPITALIZACION;22 EQUIPO;0025-2009/SBN-GO;ACTIVO
945;53223697;ENCAPSULADORA AUTOMATICA;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
946;53223699;ENCAPSULADORA MANUAL;53 HOSPITALIZACION;22 EQUIPO;0002-2012/SBN-DNR;ACTIVO
947;53223702;ENDOSCOPIO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
948;53223703;ENTRENADOR PARA ATENCION DE LA TRAQUEOSTOMIA;53 HOSPITALIZACION;22 EQUIPO;0006-2006/SBN-GO;ACTIVO
949;53223704;ENTRENADOR PARA AUTOEXAMINACION DE MAMAS;53 HOSPITALIZACION;22 EQUIPO;0006-2006/SBN-GO;ACTIVO
950;53223705;ENTRENADOR PARA LIMPIEZA Y CAMBIO DE APOSITOS DE ULCERAS;53 HOSPITALIZACION;22 EQUIPO;0006-2006/SBN-GO;ACTIVO
951;53223707;EQUIPO ABLANDADOR DE AGUA;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
952;53223708;EQUIPO BASICO DE ESTEREOTAXIA;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
953;53223709;EQUIPO CALENTADOR TELESCOPICO;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
954;53223710;EQUIPO CEFALORAQUIDEO;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
955;53223711;EQUIPO AUTOMATIZADO DETECCION DE PATOGENOS;53 HOSPITALIZACION;22 EQUIPO;0002-2012/SBN-DNR;ACTIVO
956;53223712;EQUIPO BIOANALIZADOR;53 HOSPITALIZACION;22 EQUIPO;0022-2011/SBN-DGPE;ACTIVO
957;53223713;EQUIPO AUTOMATIZADO DETECCION DE SENSIBILIDAD ANTIMICROBIANA;53 HOSPITALIZACION;22 EQUIPO;0002-2012/SBN-DNR;ACTIVO
958;53223714;EQUIPO CERTIFICADOR DE CABLEADO ESTRUCTURADO;53 HOSPITALIZACION;22 EQUIPO;0040-98/SBN;EXCLUIDO
959;53223738;EQUIPO COMPARADOR DE HUELLAS;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
960;53223750;EQUIPO COMPARADOR PORTATIL PARA PRUEBAS;53 HOSPITALIZACION;22 EQUIPO;0016-2007/SBN-GO;ACTIVO
961;53223756;EQUIPO CONECTOR ESTERIL DE TUBULADURA;53 HOSPITALIZACION;22 EQUIPO;0002-2012/SBN-DNR;ACTIVO
962;53223759;EQUIPO DE ALTA FRECUENCIA FACIAL PORTATIL;53 HOSPITALIZACION;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
963;53223763;EQUIPO DE ANESTESIA;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
964;53223794;EQUIPO DE ANGIOPLASTIA;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
965;53223809;EQUIPO DE AUTOCOLORACION;53 HOSPITALIZACION;22 EQUIPO;0013-2003/SBN-GO;ACTIVO
966;53223825;EQUIPO DE BETATERAPIA;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
967;53223833;EQUIPO DE BIOFISICA COMPUTARIZADO;53 HOSPITALIZACION;22 EQUIPO;0006-2006/SBN-GO;ACTIVO
968;53223837;EQUIPO DE BIOIMPEDANCIA;53 HOSPITALIZACION;22 EQUIPO;0025-2009/SBN-GO;ACTIVO
969;53223841;EQUIPO DE BRAQUITERAPIA;53 HOSPITALIZACION;22 EQUIPO;0006-2006/SBN-GO;ACTIVO
970;53223858;EQUIPO DE CALEFACCION PARA RECIEN NACIDO;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
971;53223869;EQUIPO DE CARBOXITERAPIA;53 HOSPITALIZACION;22 EQUIPO;0022-2011/SBN-DGPE;ACTIVO
972;53223881;EQUIPO DE CATETERISMO;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
973;53223905;EQUIPO DE CAVITRON;53 HOSPITALIZACION;22 EQUIPO;0040-98/SBN;ACTIVO
974;53223953;EQUIPO DE CIRUGIA LAPAROSCOPICA;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;EXCLUIDO
975;53224000;EQUIPO DE CIRUGIA POR ARTROSCOPIA;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
976;53224048;EQUIPO DE COAGULACION;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
977;53224053;EQUIPO DE COBALTOTERAPIA;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
978;53224059;EQUIPO DE CRIOCIRUGIA;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
979;53224071;EQUIPO DE CRIOTERAPIA;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
980;53224094;EQUIPO DE DERMABRACION;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
981;53224117;EQUIPO DE DIATERMIA;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
982;53224143;EQUIPO DE DISTRIBUCION DE AIRE COMPRIMIDO;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
983;53224190;EQUIPO DE DRENAJE;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
984;53224214;EQUIPO DE ELECTROACUPUNTURA;53 HOSPITALIZACION;22 EQUIPO;0025-2009/SBN-GO;ACTIVO
985;53224226;EQUIPO DE ELECTROANALGESIA;53 HOSPITALIZACION;22 EQUIPO;0004-2010/SBN-GO;ACTIVO
986;53224238;EQUIPO DE ELECTROCOAGULACION;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
987;53224334;EQUIPO DE ELECTROFORESIS;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
988;53224381;EQUIPO DE ELECTROLISIS TERAPEUTICO;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
989;53224397;EQUIPO DE ELECTROTERAPIA DE CORRIENTES MULTIPLES;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
990;53224405;EQUIPO DE ENDOSCOPIA;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
991;53224413;EQUIPO DE ERGOMETRIA;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
992;53224429;EQUIPO DE ESPECTROPAOTOMETER;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
993;53224477;EQUIPO DE FISIOTERAPIA;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
994;53224482;EQUIPO DE FLEBOGRAFIA;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
995;53224488;EQUIPO DE FLUORESCENCIA;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
996;53224489;EQUIPO DE FONOCARDIOGRAFIA;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
997;53224491;EQUIPO DE FOTOMICROSCOPIA;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
998;53224494;EQUIPO DE FOTOPOLIMERIZACION;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
999;53224500;EQUIPO DE FOTOROENTGEN;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
1000;53224524;EQUIPO DE FOTOTERAPIA;53 HOSPITALIZACION;22 EQUIPO;0158-97/SBN;ACTIVO
1001;53224537;EQUIPO DE GAMMATERAPIA;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
1002;53224550;EQUIPO DE HEMODIALISIS;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
1003;53224563;EQUIPO DE HEMODINAMICA;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
1004;53224566;EQUIPO DE HIBRIDACION REVERSA;53 HOSPITALIZACION;22 EQUIPO;0022-2011/SBN-DGPE;ACTIVO
1005;53224569;EQUIPO DE HIDROTRACK;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
1006;53224576;EQUIPO DE HIPOTERMIA;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
1007;53224579;EQUIPO DE HISTEROSALPINGOGRAFIA;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
1008;53224580;EQUIPO DE INMUNOHEMATOLOGIA;53 HOSPITALIZACION;22 EQUIPO;0002-2012/SBN-DNR;ACTIVO
1009;53224582;EQUIPO DE LAPAROSCOPIA;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
1010;53224585;EQUIPO DE LAPAROSCOPIA E HISTEROSCOPIA;53 HOSPITALIZACION;22 EQUIPO;0004-2010/SBN-GO;ACTIVO
1011;53224589;EQUIPO DE MAGNETOTERAPIA;53 HOSPITALIZACION;22 EQUIPO;0090-1999/SBN;ACTIVO
1012;53224590;EQUIPO DE MEDICION DE CUBITO CARDIACO;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
1013;53224591;EQUIPO DE NEUMOPELVIGRAFIA;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
1014;53224593;EQUIPO DE NEUMOPERITONEO AUTOMATICO;53 HOSPITALIZACION;22 EQUIPO;0130-2000/SBN;ACTIVO
